Job Title,Requirements
Junior SEM/SEO Specialist job description,"AdWords Certifications; 2 years of experience managing PPC campaigns across Google and Bing; Strong Excel skills, including vlookups and pivot tables; Analytical skills with experience in generating SEM/SEO reports; Working knowledge of SEO practices; Experience in B2B or lead generation campaigns is a plus; Familiarity with Analytics/SEO tools like Google Analytics, Tag Manager, Moz, SEMrush; Knowledge of HTML, CSS, and JavaScript is a plus; BS/MS degree in Marketing or a quantitative field is a plus"
Inside Sales Director job description,Results-driven mindset.; Experience in building and leading SaaS account management and sales teams.; Proven track record of achieving ambitious targets and quotas.; Experience selling into the SMB market.; Knowledge of SaaS economics.; Proficiency in Salesforce or similar CRM.
Inbound Marketing Manager job description,"Proven experience in digital marketing.; Hands-on experience with SEO.; Experience in optimizing landing pages and user funnels.; Proficiency in website analytics tools (e.g., Google Analytics, Hubspot).; Knowledge of HTML, CSS, and JavaScript.; Strong analytical skills and data-driven mindset."
Head of Growth Marketing job description,"10+ years of marketing experience, with a focus on demand generation, growth marketing, or e-commerce.; Strong analytical skills and data-driven mindset.; Excellent verbal and written communication skills.; 5+ years of experience in building, managing, and leading teams.; Familiarity with a range of martech and analytics tools.; Experience in campaign development and execution.; Strong SEO skills.; Bonus: Experience in SaaS/tech industry."
Growth Marketing Manager job description,"5 years of experience in user acquisition and growth marketing.; Expertise in Paid Search, Paid Social, Display, Retargeting, Affiliate, CRO, and SEO.; Familiarity with acquisition analysis, A/B testing, and ad fraud detection.; Analytical mindset with strong attention to detail.; Bachelor’s degree in marketing, business, or a related field.; Up-to-date knowledge of mobile performance marketing, trends, and best practices."
Events Marketing Manager job description,"Bachelor’s Degree in marketing, communications, or related field.; Exceptional project management skills.; Creativity and an eye for detail.; Strong communication skills, both written and oral.; Ability to prioritize and manage multiple projects simultaneously.; Experience working with senior-level executives.; Willingness to travel for domestic and global events.; Diplomacy, tact, and a customer-focused approach."
Director of Paid Marketing Programs job description,"Proven experience in running multi-channel campaigns.; Experience managing agencies and third-party vendors.; Proficiency in SEM, Display, Facebook, and other digital advertising mediums.; Track record in managing budgets.; Knowledge of traditional media campaigns.; Strong people management skills and experience."
Director of Customer & Community Marketing job description,"Proven experience in building customer communities.; Strong marketing, communication skills, and passion for customer service.; Ability to identify opportunities and deliver results.; Experience in creating and managing customer marketing programs.; Strong ability to build and lead a team.; Demonstrated success in customer engagement and community building.; Proficiency in social media and content creation.; Excellent problem-solving and decision-making skills."
Director of Demand Generation job description,"10+ years of experience in demand generation or a related field in a B2B SaaS company.; Experience in demand generation through paid campaigns on platforms like Google, Facebook, and LinkedIn.; Proficiency in marketing automation and CRM software.; Strong analytical skills and experience in data-driven decision-making.; Excellent communication and collaboration skills.; Experience managing teams and career development.; Strong problem-solving and decision-making skills.; Familiarity with data analysis and visualization tools like Tableau is a plus."
Director of Content Marketing job description,"7+ years of marketing experience, preferably in content or product marketing.; Strong commitment to engaging and delighting customers.; Excellent written, verbal, and interpersonal skills.; Experience in all content formats, including video and podcasting.; Knowledge of content distribution and measurement.; Ability to thrive in fast-paced environments.; Familiarity with martech and analytics tools (HubSpot, Hootsuite, Salesforce, Google Analytics).; Strong SEO skills.; Bonus for experience in SaaS/tech."
Content Marketing Intern job description,"Fluency in English with excellent writing and editing skills.; Diligence, enthusiasm, and a commitment to producing quality results.; A keen interest in marketing strategy, content marketing, SEO, HR, recruiting, and technology.; Ability to work collaboratively as part of a team.; Willingness to learn and adapt in a fast-paced environment.; This is a 6-month internship with the potential for extension."
Channel Partner Manager job description,"3-5 years of experience in channel management or sales; Proficiency in customer relationship management (CRM) software; Strong verbal and written communication skills, with experience presenting to partners and stakeholders; Knowledge of sales techniques and strategies; Ability to build and maintain relationships with partners; Strong problem-solving and negotiation skills; Time management and organizational skills; Ability to work independently and as part of a team; Flexibility and adaptability to change; A desire to learn and grow in the channel management field; Bachelor’s degree in business or related field"
Inbound Marketing Specialist job description,"2-3 years of experience in inbound marketing or a related field; Proficiency in marketing automation and CRM software; Strong writing and editing skills, with experience creating content for various channels; Familiarity with SEO and keyword research; Knowledge of website analytics tools and experience analyzing data; Excellent communication and collaboration skills; Ability to prioritize and manage multiple tasks and projects; Strong problem-solving and decision-making skills; Flexibility and adaptability to change; A desire to learn and grow in the marketing field; Bachelor’s degree in marketing or related field"
Demand Generation Manager job description,"5-7 years of experience in demand generation or a related field; Proficiency in marketing automation and CRM software; Strong analytical skills, with experience analyzing data and making data-driven decisions; Knowledge of sales techniques and strategies; Excellent communication and collaboration skills; Ability to prioritize and manage multiple tasks and projects; Strong problem-solving and decision-making skills; Flexibility and adaptability to change; A desire to learn and grow in the demand generation field; Bachelor’s degree in marketing or related field; Fluency in a second language is a plus.; Knowledge of data analysis and visualization tools, such as Tableau, is a plus."
Marketing Copywriter job description,"2-3 years of experience in marketing copywriting or a related field; Strong writing and editing skills, with a portfolio of writing samples; Familiarity with data analysis and reporting tools, such as Google Analytics; Excellent communication and collaboration skills, with the ability to work effectively with a team; Knowledge of the company’s target audience and goals; Ability to conduct market and customer research to create relevant and engaging copy; Strong problem-solving and decision-making skills; Time management and organizational skills; Flexibility and adaptability to change; A desire to learn and grow in the marketing copywriting field; Bachelor’s degree in marketing, communications, or a related field; Fluency in a second language is a plus"
Demand Planning job description,Proven work experience as a Demand Planner or a similar role; Solid understanding of inventory management practices and procedures; Strong mathematical and statistical knowledge; Capability to multitask in a fast-paced environment; Excellent written and verbal communication skills; Relevant training and/or certifications as a Demand Planner
Copy Editor Job Description,Proven work experience as a Copy Editor or similar role; Excellent communication and interpersonal skills; Highly organized and detail-oriented; Leadership and time management skills; Proficient in desktop publishing software and Microsoft Office; A bachelor’s degree in Journalism or English is preferred
Grant Writer job description,Proven work experience as a Grant Writer or similar role; Proficient with measuring and reaching income goals; Great with MS Office Word and Excel; Excellent knowledge of fundraising information sources; Exceptional organizational and writing skills; Bachelor’s degree in creative writing or related field
Communications Director job description,"Proven work experience as a Communications Director or similar role; Demonstrated knowledge and proficiency with communications technologies; Understand principles of copywriting, graphic design, layout and publishing; Familiarity with social media platforms and social media marketing; Impeccable copywriting and copy editing abilities; Bachelor’s degree in communications, marketing or a related discipline is preferred"
Marketing Analyst job description,Work experience as a Marketing Analyst or similar role; Expertise in Google Analytics; In-depth understanding of SEM campaign strategies and SEO practices; Experience with PPC campaigns; Good knowledge of MS Excel; Analytical abilities; BSc in Marketing or relevant field
Head of Marketing job description,"Work experience as Head of Marketing or VP Marketing, preferably within our industry; Experience running successful marketing campaigns; Solid knowledge of web analytics and Google Adwords; Experience with CRM software; Leadership skills with the ability to set and prioritize goals; Analytical mind; BSc or MSc in Marketing or relevant field"
Creative Assistant job description,"Work experience as a Creative Assistant or Marketing Assistant is a plus; Experience with photo or video editing software (like Photoshop or Adobe Premiere Pro); Understanding of digital advertising tactics; Copywriting skills; Excellent written and verbal communication abilities; BSc in Marketing, Design or relevant field"
SEO Analyst job description,Work experience as an SEO Analyst or similar digital marketing role; Expertise in Google Analytics; Familiarity with keyword research and management tools; Experience with email campaigns and paid advertising; Understanding of ranking factors and search engine optimization practices; Strong analytical skills; BSc in Marketing or relevant diploma
Brand Strategist job description,Work experience as a Brand Strategist or similar role in Marketing; Portfolio of brand-building projects is a plus; Excellent understanding of the full marketing mix; Experience developing marketing strategies based on market segmentation; Data-driven thinking; Creativity; Communication and writing skills; BSc/MSc in Marketing or relevant field
Junior Copywriter job description,"Work experience as a Junior Copywriter,Content Writeror similar role; Copywriting samples; a portfolio of published articles is a plus; An ability to describe product features in a creative and informative way; Excellent writing and editing skills in English; Hands-on experience with Content Management Systems (e.g. WordPress); Basic knowledge of SEO and keyword research tools (e.g. Keyword Planner and Moz); Familiarity with social media for business; Solid time-management skills; BSc in Marketing, Communications, Journalism or relevant field"
Senior Copywriter job description,"Proven work experience as a Senior Copywriter,Product Copywriteror similar role; Portfolio of published articles; Excellent writing and editing skills, with a keen eye for detail; Hands-on experience with Content Management Systems (e.g. WordPress); An ability to write creative copy both for large pieces of content (e.g. product descriptions) and smaller texts (e.g. social media posts); Solid time-management skills; Basic keyword search knowledge; BSc in Marketing, Communications, Journalism or relevant field"
Product Copywriter job description,"Proven work experience as a Product Copywriter,Copywriteror similar role; Portfolio of published articles; Excellent writing and proofreading skills; Hands-on experience with Content Management Systems (e.g. WordPress); Familiarity with online marketing campaigns; Basic keyword search knowledge; Time-management abilities; BSc in Marketing or relevant field"
Social Media Copywriter job description,"Proven work experience as a Social Media Copywriter or similar role; Hands-on experience using various social media platforms to advertise; Solid knowledge of SEO, keyword research and analytics tools (e.g. Google Analytics); Familiarity with online paid advertising; Ability to deliver creative web content (text, image and video); Excellent communication skills; BSc in Marketing, Communications or relevant field"
Content Editor job description,"Proven work experience as a Content Editor,Web Editoror similar role; Portfolio of published work; Excellent writing and editing skills in English; Attention to detail; Hands-on experience with Content Management Systems (e.g. WordPress); Familiarity with SEO and keyword research; Team spirit; BSc in Marketing, Journalism, Communications or related field"
Content Strategist job description,"Proven work experience as a Content Strategist,Content Manageror similar role; A portfolio of published articles; Experience in project management is a plus; Knowledge of Content Management Systems, like WordPress; Basic understanding of HTML and web publishing; Familiarity with SEO guidelines and keyword research tools (e.g. Moz and Google Keyword Planner); Experience using social media for business; Solid writing and editing skills in English; Time-management skills; Ability to guide and motivate team members; BSc in Marketing, Journalism or relevant field"
Content Creator job description,"Proven work experience as a Content Creator,Copywriteror similar role; Portfolio of published articles; Hands-on experience with Content Management Systems (e.g. WordPress); Excellent writing and editing skills in English; An ability to fact-check long-form content pieces; Time-management skills; Familiarity with SEO; BSc in Marketing, English, Journalism or relevant field"
Marketing Communications Specialist job description,"Proven work experience as a Marketing Communications Specialist orsimilar role; Familiarity with B2B and B2C advertising campaigns; Hands-on experience with web content management tools, like WordPress; Proficiency in MS Office; Knowledge of SEO and Google Analytics; Experience with marketing campaigns on social media; Excellent verbal and written communication skills; Good presentation skills; BSc in Marketing, Communications, Public Relations or relevant field"
PPC (Pay Per Click) Manager job description,"Proven experience as a PPC Manager orDigital Marketing Specialist; Experience in data analysis and reporting; Knowledge of SEO and digital marketing concepts; Familiarity with multiple platforms (e.g. AdWords, Facebook, Yahoo) is preferred; Working knowledge of analytics tools (Google Analytics, Tableau, WebTrends etc.); Understanding of HTML and XML is a plus; Proficient in MS Office (particularly Excel); Excellent communication skills; Analytical thinking with strong math skills; BSc/BA in Marketing, Digital Media or a related field; AdWords certification is a plus"
Communications Assistant job description,"Proven experience as a Communications Assistant,Communication Specialistor similar role; Understanding of media relations and digital media strategies; Proficient in MS Office; familiarity with design software (e.g. Photoshop, InDesign) and content management systems is a plus; Solid editing and researching skills; Excellent communication abilities (oral and written); Strong attention to detail; Organizational skills; BSc/BA in Marketing, Communications or a related field is desired"
Associate Product Manager job description,"Previous work experience as an Associate Product Manager,Product Marketing Manageror similar role; Experience managing the entire product lifecycle; Familiarity with market research, consumers’ behavior and marketing techniques; Hands-on experience with web technologies; Knowledge of project management tools, like Jira or Trello; Strong time management skills; Good communication skills along with the ability to effectively collaborate with cross functional teams; BSc in Business Administration, Marketing or similar field"
Associate Brand Manager job description,"Previous work experience as an Associate Brand Manager,Assistant Brand Manager,Marketing Associateor similar role; Experience with product pricing, packaging and positioning; Familiarity with distribution channels and media marketing campaigns; Knowledge of digital marketing tools and techniques; Ability to conduct market analysis (and the know-how to use and interpret spreadsheets and charts); Excellent communication skills; Creativity; BSc in Marketing, Communication, Business Administration or related field"
Vice President (VP) of Marketing job description,"Proven work experience as a VP of Marketing,Marketing Directoror other senior role; Demonstrable experience designing and implementing successful marketing campaigns; Solid knowledge of SEO, web analytics and Google Adwords; Experience with CRM software and digital marketing tools and techniques; Strong leadership skills; Excellent communications skills; Strong analytical and project management skills; Strategic mindset, with ability to make difficult decisions; BSc degree in Marketing, Communications or relevant field"
Media Director job description,"Proven work experience as a Media Director,Media Planneror similar role; Knowledge of different types of media channels; Demonstrable experience with building effective advertising campaigns; Familiarity with digital marketing; Working knowledge of analytics tools (e.g. GfK MRI, Moat and Nielsen IMS); Experience with budget planning and KPIs; Ability to manage and combine data; Strong decision-making skills; Excellent communication skills; BSc in Marketing, Business Administration or similar field"
Social Media Analyst job description,"Previous work experience as aSocial Media Analyst,Social Media Coordinatoror similar role; Hands-on experience with social media platforms and digital marketing campaigns; In-depth understanding of SEO, keyword research and Google Analytics; Experience with social media management tools, like Buffer and Hootsuite; Familiarity with online content (experience with WordPress and content management systems is preferred); Ability to identify target audience preferences and trends; Excellent communication skills; Time management and multitasking skills; BSc in Marketing, Communications or related field; Additional qualifications in digital technologies or social media management is a plus"
Media Buyer job description,"Proven experience as Media Buyer or similar role; experience in digital media is preferred; Familiarity with media-buying, planning and research; Interest in following advertising and media trends; Working knowledge of media analytics software (e.g. comScore); Excellent communication and negotiation skills; Organizational and multitasking abilities; Attention to detail; Critical thinking skills; BSc/BA in Marketing, Advertising or related field"
Media Assistant job description,"Proven experience as a Media Assistant or other administrative role; Experience in digital advertising is a plus; Familiarity with media planning and buying; Proficient in MS Office; experience with media analytics software (e.g. comScore) preferred; Good research skills; Strong organizational and multitasking abilities; Excellent communication and teamwork skills; Ability to meet tight deadlines under minimal supervision; BSc/BA in Marketing, Advertising or similar field"
SEO Manager job description,"Proven experience as SEO Manager, SEM Manager or similar role; Knowledge of standard and current SEO practices; Knowledge of HTML/CSS; Experience with SEO reporting; Familiarity with relevant tools (e.g. Conductor, Screaming Frog, MOZ) and web analytics tools (e.g. Google Analytics, WebTrends); Excellent communication skills; Strong organizational and leadership skills; Analytical mindset with numerical aptitude; BSc/BA in Marketing, Business or related field"
Product Marketing Manager job description,"Proven experience as a Product Marketing Manager,Brand Manageror similar role; Background in design and copywriting is a plus; Experience in market analysis; Familiar with product marketing tactics (e.g. integrated marketing campaigns); Working knowledge of web analytics tools (Google Analytics, WebTrends); Excellent communication skills; Keen eye for detail; Creativity; Analytical mind and strong quantitative skills; BSc/BA in Marketing, Communications or similar field"
Media Planner job description,"Proven experienceas a Media Planner; experience in digital media is preferred; Broad knowledge of media channels; Familiarity with campaign evaluation metrics and media buying; Working knowledge of analytics tools (e.g. GfK MRI, MOAT, Nielsen IMS); Excellent communication and teamwork skills; An analytical mind with an aptitude for statistics and math; Strong decision-making skills; BSc/BA in Marketing, Business Administration or similar field"
Marketing Associate job description,"Proven work experience as a Marketing Associate,Marketing Assistantor similar role; Knowledge of marketing digital tools and techniques; Experience with SEO/SEM campaigns; Solid computer skills, including MS Excel, web analytics and Google Adwords; Excellent communication and presentation skills; Stronganalytical skillswith a goal-oriented attitude; BSc degree in Marketing or relevant field"
Brand Ambassador job description,"Proven work experience as a Brand Ambassador,Promoteror similar role; Strong social media presence on multiple platforms; Experience creating online content; Familiarity with scheduling tools for social media, likeHootsuiteandBuffer; Excellent communication skills; Professional attitude; An outgoing, friendly personality, and a desire to meet new people; Experience in retail sales is a plus; BSc in Marketing or relevant degree"
CRM Director job description,Proven work experience as a CRM Director or similar role; Solid background in customer acquisition strategies; Technical expertise with CRM and analytical systems; Knowledge of online marketing methods and best practices; An ability to manage marketing projects end-to-end; Strong communication skills along with a customer-oriented attitude; BSc in Marketing or relevant field
Assistant Brand Manager job description,"Proven experienceas an Assistant Brand Manager; Knowledge of product pricing, packaging, distribution and positioning; Familiarity with latest marketing trends and best practices; Ability to conduct research and analyze data; Organizational skills, experience meeting tight deadlines; Excellent communication and teamwork skills; Results-driven attitude; A creative mindset; BSc/BA in Marketing, Communication, Business or related field; Master’s/MBA is a plus"
Marketing Coordinator job description,"Proven work experience as a Marketing Coordinator,Marketing Officeror similar role; Knowledge of traditional and digital marketing tools; Experience with research methods using data analytics software; Expertise with SEO/SEM campaigns; Solid computer skills, including MS Office, web analytics and Google Adwords; Familiarity with Customer Relationship Management and Content Management System software; Excellent communication and presentation skills; BSc degree in Marketing or relevant field"
Community Manager job description,"Proven work experience as a community manager; Experience launching community initiatives (e.g. building an online forum, launching an ambassador program, creating an event series and writing an email newsletter); Ability to identify and track relevant community metrics (e.g. repeat attendance at events); Excellent verbal communication skills; Excellent writing skills; Hands on experience with social media management for brands; Ability to interpret website traffic and online customer engagement metrics; Knowledge of online marketing and marketing channels; Attention to detail and ability to multitask; BSc degree in Marketing or relevant field"
Social Media Manager job description,"Proven work experience as a Social media manager; Hands on experience in content management; Excellent copywriting skills; Ability to deliver creative content (text, image and video); Solid knowledge of SEO, keyword research and Google Analytics; Knowledge of online marketing channels; Familiarity with web design; Excellent communication skills; Analytical and multitasking skills; BSc degree in Marketing or relevant field"
Marketing Intern job description,"Strong desire to learn along with professional drive; Solid understanding of different marketing techniques; Excellent verbal and written communication skills; Excellent knowledge of MS Office; Familiarity with marketing computer software and online applications (e.g. CRM tools, Online analytics and Google Adwords); Passion for the marketing industry and its best practices; Current enrollment in a related BS or Masters degree"
Digital Media Specialist job description,"Proven work experience as a Digital media specialist or Digital marketing manager; Solid knowledge of Photoshop, Final Cut Pro, Premiere Pro, Audacity or other media editing software; Experience with visual communication principles; Familiarity with web design and content management systems; Excellent analytical and project management skills; An ability to multitask and perform under tight deadlines; Strong verbal and written communication skills; BSc degree in Marketing, Digital media or relevant field; Additional qualification in web design or animation is a plus"
Email Marketing Manager job description,Proven work experienceas an Email marketing manager or Digital marketing specialist; Hands on experience with HTML and content management systems; Proficiency in marketing automation technology; Knowledge of SEO/SEM and Google Analytics; Familiarity with analytical and database tools; Excellent written communication and copywriting skills; Strong project management skills; An ability to work under tight deadlines; BSc degree in Marketing or relevant field
Digital Account Manager job description,Proven work experience as a Digital account manager; Hands on experience with SEO/SEM and CRM software; Experience implementing and optimizing Google Adwords campaigns; In-depth understanding of online marketing tools and social media platforms; Experience with customer service and account management; Excellent verbal and written communication skills; Strong analytical skills; BSc degree in Marketing or relevant field
Digital Marketing Director job description,"Proven work experience as a Digital marketing director; Demonstrable experience in designing and implementing successful digital marketing campaigns; Strong understanding of how all current digital marketing channels function; Solid knowledge of online marketing tools and best practices; Hands on experience with SEO/SEM, Google Analytics and CRM software; Familiarity with web design; Excellent analytical and project management skills; Strong team management and communication (written and verbal) skills; BSc degree in Marketing, Digital technologies or relevant field"
Marketing Strategist job description,Proven work experience as a Marketing strategist or Marketing manager; Demonstrable experience with marketing campaigns and web technologies (e.g. online tools and social media); In-depth knowledge of CRM software and Content Management Systems; Familiarity with SEO/SEM and Google Analytics; Understanding of web design; Excellent communication skills (verbal and written); Strong analytical skills; Team management skills; BSc degree in Marketing or relevant field
Digital Director job description,"Proven work experience as a Digital director; Solid experience with online marketing tools and web-based technologies; Understanding of how digital channels work; Hands on experience with SEO/SEM and CRM software; Familiarity with Google Analytics; Excellent interpersonal and team management skills; Strong analytical skills; BSc degree in Marketing, Digital technologies or relevant field"
Social Media Strategist job description,Proven work experience as a Social media strategist or Social media manager; Hands on experience using social media for brand awareness; Understanding of SEO and web traffic metrics; An ability to identify target audience preferences and build content to meet them; Familiarity with web design and publishing; Excellent multitasking skills; Strong written and verbal communication skills; BSc degree in Marketing or relevant field
Digital Project Manager job description,"Proven work experience as a Digital project manager; Hands on experience with project management software, like MS Project and AtTask; Familiarity with Content Management systems and HTML/CSS; Understanding of SEO and Google Analytics; Knowledge of UE software; Solid technical background with an ability to address accessibility and compatibility issues; Excellent organization and time management skills; Communication and team management skills; BSc in Computer Science, Digital Marketing or relevant field"
Content Marketing Manager job description,"Proven work experience as a Content marketing manager; Proficiency in MS Office and WordPress or other Content Management Software; Understanding of web publishing requirements; Editorial mindset with an ability to predict audience preferences; Hands on experience with SEO and web traffic metrics; Expertise in social media platforms; Project management skills and attention to detail; Excellent communication and writing skills in English; BSc degree in Marketing, Journalism or relevant field"
Digital Marketing Strategist job description,"Proven work experience as a Digital marketing strategist or Digital marketing manager; Demonstrable experience with SEO/SEM and CRM software; Experience implementing and optimizing Google Adwords campaigns; Solid knowledge of web analytics tools like Google Analytics; Hands on experience with online marketing tools and practices; Familiarity with web design and HTML; Excellent verbal and written communication skills; Strong analytical and project management skills; BSc degree in Marketing, Advertising or relevant field"
Social Media Coordinator job description,"Proven work experience as a Social media coordinator; Expertise in multiple social media platforms; In-depth knowledge of SEO, keyword research and Google Analytics; Ability to deliver creative content (text, image and video); Familiarity with online marketing strategies and marketing channels; Ability to gasp future trends in digital technologies and act proactively; Excellent communication skills; Multitasking and analytical skills; BS degree in Marketing, New media or relevant field"
Content Manager job description,"Proven work experience as a Content manager; Hands on experience with MS Office and WordPress; Basic technical knowledge of HTML and web publishing; Knowledge of SEO and web traffic metrics; Familiarity with social media; Excellent writing skills in English; Attention to detail; Good organizational and time-management skills; BSc degree in Journalism, Marketing or relevant field"
Brand Manager job description,Proven working experience as Brand Manager orAssociate Brand Manager; Proven ability to develop brand and marketing strategies and communicate recommendations to executives; Experience in identifying target audiences and devising effective campaigns; Excellent understanding of the full marketing mix; Strong analytical skills partnered with a creative mind; Data-driven thinking and an affinity for numbers; Outstanding communication skills; Up-to-date with latest trends and marketing best practices; Degree in marketing or a related field
Advertising Account Executive job description,"Proven experience as an Advertising Account Executive or related position; Good understanding of marketing and advertising methods and techniques; Good knowledge of MS Office; working knowledge of CRM software will be a strong advantage; Ability to multi-task and handle a variety of accounts possibly from different industries; A team player with outstanding communication and presentation skills; BSc/ BA in Marketing, Business Administration or relevant field"
Creative Director job description,"Proven experience as a creative director or in a similar creative role; Hand-on experience in creative process, marketing, graphic design and brand development; Excellent working knowledge of software such as Photoshop, Illustrator, InDesign etc.; Outstanding leadership and organization skills; Exemplary interpersonal and analytical abilities; BSc/BA in advertising, fine art, design or relevant field; MSc/MA will be considered an asset"
Chief Marketing Officer (CMO) job description,"Proven experience aschief marketing officeror similar role; Demonstrable experience in developing efficient strategies and business plans for all marketing aspects (branding, product promotion etc.); Solid understanding of market research and data analysis methods; Ability to apply marketing techniques over digital (e.g. social media) and non-digital (e.g. press) channels; Understanding of different business disciplines (IT, finance etc.); Proficient in MS Office and business software (e.g. CRM); A leader with both creative and analytical capabilities; Outstanding communication (written and verbal) and interpersonal abilities; BSc/BA in business administration, marketing, communications or relevant field; MSc/MA will be a plus"
Marketing Specialist job description,"Proven experience as marketing specialist or similar role; Thorough understanding of marketing elements (including traditional and digital marketing such as SEO/Social media etc.) and market research methods; Demonstrable experience in marketing data analytics and tools; Solid computer skills, including MS Office, marketing software (Adobe Creative Suite & CRM) and applications (Web analytics, Google Adwords etc.); Knowledge of HTML, CSS and web development tools (e.g. Dreamweaver) desired; Well-organized and detail oriented; Exceptional communication and writing skills; Commercial awareness partnered with a creative mind; BSc/BA in marketing, communications or equivalent"
Marketing Assistant job description,"Proven experience as a marketing assistant; Good understanding of office management and marketing principles; Demonstrable ability to multi-task and adhere to deadlines; Well-organized with a customer-oriented approach; Good knowledge of market research techniques and databases; Excellent knowledge of MS Office, marketing computer software and online applications (CRM tools, Online analytics, Google Adwords etc.); Exquisite communication and people skills; High School diploma; BSc in Marketing, Business or relevant field is a strong advantage"
Marketing Consultant job description,"Proven experience asmarketing consultantor similar role; Knowledge of data analysis and market research; In-depth knowledge of marketing principles and best practices; Proficient in MS Office/Working knowledge of IT and marketing software (e.g. CRM); Ability to think strategically and analytically; Apt in writing proposals and reports; Communication (oral and written) and presentation skills; Outstanding organizational abilities; Aptitude in problem-solving; BSc/BA in marketing, communications, business or relevant field; MSc/MA will be a plus"
Marketing Director job description,"Proven experience as Marketing Director; Excellent leadership and organizing skills; Analytical and creative thinking; Exquisite communication and interpersonal skills; Up to speed with current and online marketing techniques and best practices; Thorough knowledge of web analytics (e.g. Google Analytics, WebTrends etc.) and Google Adwords; Customer-oriented approach with aptitude; Professional chartered marketer (CIM) is a plus; BSc/BA in business administration, marketing and communications or relevant field"
Marketing Executive job description,"Proven experience asmarketing executiveor similar role; Good understanding of market research techniques, data analysis and statistics methods; Thorough knowledge of strategic planning principles and marketing best practices; Proficient in MS Office and marketing software (e.g. CRM); Familiarity with social media and web analytics (e.g. WebTrends); Excellent communication and people skills; Strong organizational and time-management abilities; Creativity and commercial awareness; BSc/BA in marketing, business administration or relevant discipline"
Marketing Officer job description,"Proven experience as marketing officer or similar role; Solid knowledge of marketing techniques and principles; Good understanding of market research techniques, statistical and data analysis methods; Excellent knowledge of MS Office and marketing software (e.g. CRM); Thorough understanding of social media and web analytics; Excellent organizational and multi-tasking skills; Outstanding communication and interpersonal abilities; Creativity and commercial awareness; A team player with a customer-oriented approach; BSc/BA in marketing, business administration or relevant field"
Marketing Manager job description,"Demonstrable experience in marketing together with the potential and attitude required to learn; Proven experience in identifying target audiences and in creatively devising and leading across channels marketing campaigns that engage, educate and motivate; Solid knowledge of website analytics tools (e.g., Google Analytics, NetInsight, Omniture, WebTrends); Experience in setting up and optimizing Google Adwords campaigns; Numerically literate, comfortable working with numbers, making sense of metrics and processing figures with spreadsheets; A sense of aesthetics and a love for great copy and witty communication; Up-to-date with the latest trends and best practices in online marketing and measurement; BSc/MSc degree in Marketing or related field"
Market Research Analyst job description,"Proven Market Research Analysis experience; Ability to interpret large amounts of data and to multi-task; Strong communication and presentation skills; Excellent knowledge of statistical packages (SPSS, SAS or similar), databases and MS Office; Search engines, web analytics and business research tools acumen; Familiarity with CRM programs; Adequate knowledge of data collection methods (polls, focus groups, surveys etc); Working knowledge of data warehousing, modelling and mining; Strong analytical and critical thinking; BS degree in Statistics, Marketing or related field"
Promoter job description,"Proven working experience as a Promoter; Track record of over-achieving quota; Ability to understand customer needs and handle different types of personalities; Strong listening, communication, presentation and social skills; High school degree or BS in Marketing"
Social Media Specialist job description,"Proven working experience in social media marketing or as a Digital Media Specialist; Excellent consulting, writing, editing (photo/video/text), presentation and communication skills; Demonstrable social networking experience and social analytics tools knowledge; Adequate knowledge of web design, web development, CRO andSEO; Knowledge of online marketing and good understanding of major marketing channels; Positive attitude, detail and customer oriented  with good multitasking and organisational ability; Fluency in English; BS in Communications, Marketing, Business, New Media or Public Relations"
Art Director job description,"Proven working experience as Art Director; Hands on experience with logo design, typography, color, web layout design, print production, image selection and package design; Proficient use of InDesign, Photoshop, Illustrator or other visual design and wire-framing tools; Demonstrable graphic design skills with a strong portfolio; Incorporate feedback and take/give direction well; Team player with strong communication and presentation skills; Relevant education or training"
Digital Marketing Executive job description,"Proven experience as Digital Marketing Executive or similar role; Excellent understanding of digital marketing concepts and best practices; Experience with B2C social media, Google Adwords and email campaigns and SEO/SEM; Working knowledge of ad serving tools (e.g., DART, Atlas); Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.); Skills and experience in creative content writing; Analytical mindset and critical thinking; Excellent communication and interpersonal skills; BSc/BA in marketing or relevant field"
Digital Marketing Manager job description,"BS/MS degree in marketing or a related field; Proven working experience in digital marketing; Demonstrable experience leading and managing SEO/SEM, marketing database, email, social media and/or display advertising campaigns; Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate; Experience in optimizing landing pages and user funnels; Experience with A/B and multivariate experiments; Solid knowledge of website analytics tools (e.g., Google Analytics, NetInsight, Omniture, WebTrends); Working knowledge of ad serving tools (e.g., DART, Atlas); Experience in setting up and optimizing Google Adwords campaigns; Working knowledge of HTML, CSS, and JavaScript development and constraints; Strong analytical skills and data-driven thinking; Up-to-date with the latest trends and best practices in online marketing and measurement"
